update_date,period,group_num,group_name,number,parent_number,is_collection,title,composer,composer_inherited,arranger,voices,voices_inherited,note,page,raw_text
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,419,,0,Oh Happy Day!,Espiritual,Espiritual,,S+Coro+Pno,S+Coro+Pno,,5,Oh Happy Day! .............................................................. Espiritual (S+Coro+Pno)
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,420,,0,Alleluia,W. Bradbury,W. Bradbury,,4 v. m.,4 v. m.,,5,Alleluia ………………………………………………..W. Bradbury (4 v. m.)
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,421,,0,Lamentaciones de Jeremías,J. D. Vidal,J. D. Vidal,,4 v. m.,4 v. m.,,5,Lamentaciones de Jeremías ...........................................J. D. Vidal (4 v. m.)
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,422,,0,Miserere,M. Corpas,M. Corpas,,4 v. m.,4 v. m.,,5,Miserere ………………………………………………. M. Corpas (4 v. m.)
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,423,,0,Pange Lingua,A. Bruckner,A. Bruckner,,4 v. m.,4 v. m.,,5,Pange Lingua ………………………………………… A. Bruckner (4 v. m.)
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,424,,0,O Salutaris Hostia,V. Ruiz Aznar,V. Ruiz Aznar,,4 v. m.,4 v. m.,,5,O Salutaris Hostia ………………………………….. V. Ruiz Aznar (4 v. m.)
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,425,,0,Adoro Te Devote,J. S. Bach,J. S. Bach,,4 v. m.,4 v. m.,,5,Adoro Te Devote ...........................................................J. S. Bach (4 v. m.)
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,426,,0,Missa « Tertia »,Haller,Haller,,4 v. m. + org,4 v. m. + org,,5,Missa « Tertia » .............................................................Haller (4 v. m. + org)
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,427,,0,Kyrie KV 90,W. A. Mozart,W. A. Mozart,,4 v.m.,4 v.m.,,5,Kyrie KV 90 ..................................................................W. A. Mozart (4 v.m.)
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,428,,0,Ave Maria Guaraní,E. Morricone,E. Morricone,,4 v.m.,4 v.m.,,5,Ave Maria Guaraní ........................................................ E. Morricone (4 v.m.)
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,429,,0,The Last Supper (fragmento),,,,,,,5,The Last Supper (fragmento) .........................................
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,430,,0,Misa Brevis “In Nomine Amadei”,E. Gallardo,E. Gallardo,,4 v. m.,4 v. m.,,5,Misa Brevis “In Nomine Amadei” .............................. E. Gallardo (4 v. m.)
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,431,,0,Hallelujah,E. Gallardo,E. Gallardo,,4 v. m.,4 v. m.,,5,Hallelujah ..................................................................... E. Gallardo (4 v. m.)
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,432,,0,Hallelujah,H. Purcell,H. Purcell,,4 v. m.,4 v. m.,,5,Hallelujah ......................................................................H. Purcell (4 v. m.)
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,433,,0,It’s Me Oh Lord!,Espiritual,Espiritual,,4 v + pno,4 v + pno,,5,It’s Me Oh Lord! ...........................................................Espiritual (4 v + pno)
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,434,,0,Salve Festa Dies,Anónimo Códex Calixtinus,Anónimo Códex Calixtinus,,v. i.,v. i.,,5,Salve Festa Dies ............................................................Anónimo Códex Calixtinus (v. i.)
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,435,,0,Hanacpachap cussicuinin,Anónimo,Anónimo,J. P. Bocanegra,,,,6,Hanacpachap cussicuinin ............................................. Anónimo. Arm. J. P. Bocanegra
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,436,,0,Christum Regem,M. de Sumaya,M. de Sumaya,,4 v. m.,4 v. m.,,6,Christum Regem ............................................................M. de Sumaya (4 v. m.)
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,437,,0,O Haupt voll Blut und Wunden,J. S. Bach,J. S. Bach,,4 v. m.,4 v. m.,,6,O Haupt voll Blut und Wunden ..................................... J. S. Bach (4 v. m.)
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,438,,0,"Alleluia. Dic Nobis, Maria",F. López Capillas,F. López Capillas,,4 v. m.,4 v. m.,,6,"Alleluia. Dic Nobis, Maria ............................................ F. López Capillas (4 v. m.)"
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,439,,0,Christus Factus Est,H. Franco,H. Franco,,4 v. m.,4 v. m.,,6,Christus Factus Est ......................................................... H. Franco (4 v. m.)
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,440,,0,Tristis Est Anima Mea,J. G. de Padilla,J. G. de Padilla,,4 v. m.,4 v. m.,,6,Tristis Est Anima Mea ................................................... J. G. de Padilla (4 v. m.)
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,441,,0,Aufer a Nobis,F. López Capillas,F. López Capillas,,4 v. m.,4 v. m.,,6,Aufer a Nobis .................................................................F. López Capillas (4 v. m.)
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,442,,0,Aleluya,W. Boyce,W. Boyce,,Canon a 4,Canon a 4,,6,Aleluya ........................................................................... W. Boyce (Canon a 4)
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,443,,0,Aeternae Rex Altissime,J. L. Aranda,J. L. Aranda,,4 v.m.,4 v.m.,,6,Aeternae Rex Altissime .................................................. J. L. Aranda (4 v.m.)
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,444,,0,Misa “Plagal”,E. Gallardo,E. Gallardo,,4 v. m.,4 v. m.,,6,Misa “Plagal” ................................................................. E. Gallardo (4 v. m.)
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,445,,0,Sancta Maria,H. Franco,H. Franco,,4 v. m.,4 v. m.,,6,Sancta Maria .................................................................. H. Franco (4 v. m.)
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,446,,0,Laudate Dominum,G. Pittoni,G. Pittoni,,4 v. m.,4 v. m.,,6,Laudate Dominum ……………………………………. G. Pittoni (4 v. m.)
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,447,,0,"Jesu, Meine Freude",J. Crüger,J. Crüger,,4 v. m.,4 v. m.,,6,"Jesu, Meine Freude …………………………………… J. Crüger (4 v. m.)"
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,448,,0,Ubi Caritas,M. Duruflé,M. Duruflé,,SCTTBB,SCTTBB,,6,Ubi Caritas ………………………………...………… M. Duruflé (SCTTBB)
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,449,,0,Aeternae Rex Altissime,E. Gallardo,E. Gallardo,,4 v. m.,4 v. m.,,6,Aeternae Rex Altissime ……………………………….. E. Gallardo (4 v. m.)
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,450,,0,Stabat Mater,Karl Jenkins,Karl Jenkins,,,,,6,Stabat Mater …………………………………………... Karl Jenkins
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,451,,0,Gloria,J. S. Bach,J. S. Bach,,,,,6,Gloria …………………………………………………. J. S. Bach
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,452,,0,Gloria,J. Rutter,J. Rutter,,,,,6,Gloria ………………………………………………….. J. Rutter
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,453,,0,Gloria,A. Vivaldi,A. Vivaldi,,,,,6,Gloria …………………………………………………. A. Vivaldi
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,454,,0,Abendlied,J. Rheinberger,J. Rheinberger,,SSCTTB,SSCTTB,,6,Abendlied ………………………………………… J. Rheinberger (SSCTTB)
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,455,,0,"Ach, Bleib Bei Uns",J. S Bach,J. S Bach,,4 v. m.,4 v. m.,,6,"Ach, Bleib Bei Uns …………………………………… J. S Bach (4 v. m.)"
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,456,,0,Alle Menschen Müssen Sterben,J. S Bach,J. S Bach,,4 v. m.,4 v. m.,,6,Alle Menschen Müssen Sterben ……………………… J. S Bach (4 v. m.)
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,457,,0,Sancta Maria Stella do Día,Alfonso X,Alfonso X,,4 v. m.,4 v. m.,,6,Sancta Maria Stella do Día …………………………….. Alfonso X (4 v. m.)
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,458,,0,A Hymn to the Virgin,Benajmin Britten,Benajmin Britten,,SCTB -SCTB,SCTB -SCTB,,6,A Hymn to the Virgin ………………………………….. Benajmin Britten (SCTB -SCTB)
2025-01-09,Polifonía No Renacentista,4,RELIGIOSAS,459,,0,Ut Queant Laxis,Anónimo gregoriano,Anónimo gregoriano,,,,,6,Ut Queant Laxis ………………………………………… Anónimo gregoriano
2025-01-09,Polifonía No Renacentista,5,PROFANAS,501,,0,In These Delightful Pleasant Groves,H. Purcell,H. Purcell,,4 v.m.,4 v.m.,,6,In These Delightful Pleasant Groves ............................. H. Purcell (4 v.m.)
2025-01-09,Polifonía No Renacentista,5,PROFANAS,502,,0,Rosmarin,J. Brahms,J. Brahms,,4 v.m.,4 v.m.,,6,Rosmarin ........................................................................ J. Brahms (4 v.m.)
2025-01-09,Polifonía No Renacentista,5,PROFANAS,503,,0,Claros Y Hermosos Ojos,E. Gallardo,E. Gallardo,,4 v.m.,4 v.m.,,6,Claros Y Hermosos Ojos ............................................... E. Gallardo (4 v.m.)
2025-01-09,Polifonía No Renacentista,5,PROFANAS,504,,0,Sign,G. F. Haendel,G. F. Haendel,,4 v.m.,4 v.m.,,6,Sign ................................................................................ G. F. Haendel (4 v.m.)
2025-01-09,Polifonía No Renacentista,5,PROFANAS,505,,0,In Stiller Nacht,J. Brahms,J. Brahms,,4 v.m.,4 v.m.,,6,In Stiller Nacht ............................................................... J. Brahms (4 v.m.)
2025-01-09,Polifonía No Renacentista,5,PROFANAS,506,,0,Come Let Us Drink,H. Purcell,H. Purcell,,,,TTBr,6,Come Let Us Drink ....................................................... H. Purcell (TTBr)
2025-01-09,Polifonía No Renacentista,5,PROFANAS,507,,0,Canción del Columpio,,,M. Castillo,4 v.m.,4 v.m.,,6,Canción del Columpio .................................................. Arm: M. Castillo (4 v.m.)
2025-01-09,Polifonía No Renacentista,5,PROFANAS,508,,0,Martha My Dear,Lennon/McCartney (“),Lennon/McCartney (“),E. Gallardo,,,,6,Martha My Dear ............................................................ Lennon/McCartney (“) Arr. E. Gallardo
2025-01-09,Polifonía No Renacentista,5,PROFANAS,509,,0,Ecco Mormorar L´Onde,C. Monteverdi,C. Monteverdi,,SSCTB,SSCTB,,6,Ecco Mormorar L´Onde ................................................ C. Monteverdi (SSCTB)
2025-01-09,Polifonía No Renacentista,5,PROFANAS,510,,0,Luci Serene E Chiare,C. Monteverdi,C. Monteverdi,,SSCTB,SSCTB,,6,Luci Serene E Chiare ..................................................... C. Monteverdi (SSCTB)
2025-01-09,Polifonía No Renacentista,5,PROFANAS,511,,0,O Primavera,C. Monteverdi,C. Monteverdi,,SSCTB,SSCTB,,6,O Primavera ................................................................... C. Monteverdi (SSCTB)
2025-01-09,Polifonía No Renacentista,5,PROFANAS,512,,0,Brindis,W. A. Mozart,W. A. Mozart,,4 v.m.,4 v.m.,,6,Brindis ........................................................................... W. A. Mozart (4 v.m.)
2025-01-09,Polifonía No Renacentista,5,PROFANAS,513,,0,Gaudeamus Igitur,Anónimo,Anónimo,,4 v.m.,4 v.m.,,6,Gaudeamus Igitur .......................................................... Anónimo (4 v.m.)
2025-01-09,Polifonía No Renacentista,5,PROFANAS,514,,0,Himno de Andalucía,Blas Infante/J. del Castillo,Blas Infante/J. del Castillo,,4 v.m.,4 v.m.,,7,Himno de Andalucía ...................................................... Blas Infante/J. del Castillo (4 v.m.)
2025-01-09,Polifonía No Renacentista,5,PROFANAS,515,,0,"Vanitas, Vanitatum",¿Anónimo? Canon,¿Anónimo? Canon,,,,,7,"Vanitas, Vanitatum ............................................................ ¿Anónimo? Canon"
2025-01-09,Polifonía No Renacentista,5,PROFANAS,516,,0,Aeterne,E. Gallardo,E. Gallardo,,4 v.m.,4 v.m.,,7,Aeterne ………….. …………………………………… E. Gallardo (4 v.m.)
2025-01-09,Polifonía No Renacentista,5,PROFANAS,517,,0,Oda a la Alegría,Beethoven,Beethoven,,4 v.m.,4 v.m.,,7,Oda a la Alegría ………………………………………. Beethoven (4 v.m.)
2025-01-09,Polifonía No Renacentista,5,PROFANAS,518,,0,Himno Ciencias del Mar,Inmaculada Vallejo,Inmaculada Vallejo,,4 v.m.,4 v.m.,,7,Himno Ciencias del Mar ……………………………… Inmaculada Vallejo (4 v.m.)
2025-01-09,Polifonía No Renacentista,6,NAVIDEÑAS,601,,0,Serenísima Una Noche,Fray G. González,Fray G. González,,4 v.m.,4 v.m.,,7,Serenísima Una Noche ........................................... Fray G. González (4 v.m.)
2025-01-09,Polifonía No Renacentista,6,NAVIDEÑAS,602,,0,In The Bleak Midwinter,G. Holst,G. Holst,,4 v.m.,4 v.m.,,7,In The Bleak Midwinter ......................................... G. Holst (4 v.m.)
2025-01-09,Polifonía No Renacentista,6,NAVIDEÑAS,603,,0,Adeste Fideles,Reading,Reading,,4 v.m,4 v.m,,7,Adeste Fideles ....................................................... Reading (4 v.m)
2025-01-09,Polifonía No Renacentista,6,NAVIDEÑAS,604,,0,Nativity Carol,J. Rutter,J. Rutter,,4 v.m,4 v.m,,7,Nativity Carol ........................................................ J. Rutter (4 v.m)
2025-01-09,Polifonía No Renacentista,6,NAVIDEÑAS,605,,0,Ding-Dong Merrily On High,"Francia, s. XVII","Francia, s. XVII",,4v.m,4v.m,,7,"Ding-Dong Merrily On High .................................. Francia, s. XVII (4v.m)"
2025-01-09,Polifonía No Renacentista,6,NAVIDEÑAS,606,,0,"God Rest You Merry, Gentlemen",Trad,Trad,D. Willcocks,,,,7,"God Rest You Merry, Gentlemen .......................... Trad. Arr: D. Willcocks"
2025-01-09,Polifonía No Renacentista,6,NAVIDEÑAS,607,,0,Away In A Manger,W. J. Kirkpatrick,W. J. Kirkpatrick,,4 v.m,4 v.m,,7,Away In A Manger ............................................... W. J. Kirkpatrick (4 v.m)
2025-01-09,Polifonía No Renacentista,6,NAVIDEÑAS,608,,0,The Holly And The Ivy,Trad,Trad,W. Davies,,,“,7,The Holly And The Ivy ......................................... Trad. Arr: W. Davies (“)
2025-01-09,Polifonía No Renacentista,6,NAVIDEÑAS,609,,0,I Saw A Maiden,Vasco. Estrib: E. Pettman,Vasco. Estrib: E. Pettman,,,,“,7,I Saw A Maiden .................................................... Vasco. Estrib: E. Pettman (“)
2025-01-09,Polifonía No Renacentista,6,NAVIDEÑAS,610,,0,All My Heart This Night Rejoices,J. G. Ebeling,J. G. Ebeling,,4 v.m,4 v.m,,7,All My Heart This Night Rejoices ........................ J. G. Ebeling (4 v.m)
2025-01-09,Polifonía No Renacentista,6,NAVIDEÑAS,611,,0,Krasna Panna,Trad. Chequia,Trad. Chequia,,4 v.m,4 v.m,,7,Krasna Panna ........................................................ Trad. Chequia (4 v.m)
2025-01-09,Polifonía No Renacentista,6,NAVIDEÑAS,612,,0,Lute-book Lullaby,W. Ballet/G. Shaw,W. Ballet/G. Shaw,,4 v.m,4 v.m,,7,Lute-book Lullaby ……………………………… W. Ballet/G. Shaw (4 v.m)
2025-01-09,Polifonía No Renacentista,6,NAVIDEÑAS,613,,0,A Penas Nace Este Niño,F. Losada,F. Losada,,4 v.m,4 v.m,,7,A Penas Nace Este Niño ………………………… F. Losada (4 v.m)
2025-01-09,Polifonía No Renacentista,6,NAVIDEÑAS,614,,0,White Christmas,I. Berling,I. Berling,,4 v. m.,4 v. m.,,7,White Christmas ……………………………….... I. Berling (4 v. m.)
2025-01-09,Polifonía No Renacentista,6,NAVIDEÑAS,615,,0,Candlelight Carol,J. Rutter,J. Rutter,,5 v.m. + org/orq,5 v.m. + org/orq,,7,Candlelight Carol .................................................. J. Rutter (5 v.m. + org/orq)
2025-01-09,Polifonía No Renacentista,6,NAVIDEÑAS,616,,0,In the Bleak Midwinter,Harold Darke,Harold Darke,,4 v.m. + org,4 v.m. + org,,7,In the Bleak Midwinter ......................................... Harold Darke (4 v.m. + org)
2025-01-09,Polifonía No Renacentista,6,NAVIDEÑAS,617,,0,Eso Rigor e Repente,Gaspar Fernández,Gaspar Fernández,,4 v. m.,4 v. m.,,7,Eso Rigor e Repente .............................................. Gaspar Fernández (4 v. m.)
2025-01-09,Polifonía No Renacentista,6,NAVIDEÑAS,618,,0,Eterna Navidad,Rolando Suffos,Rolando Suffos,,4 v. m.,4 v. m.,,7,Eterna Navidad ...................................................... Rolando Suffos (4 v. m.)
2025-01-09,Polifonía No Renacentista,6,NAVIDEÑAS,619,,0,Noche de Paz,Grüber/Möhr,Grüber/Möhr,,4 v. m.,4 v. m.,,7,Noche de Paz ……………………………………. Grüber/Möhr (4 v. m.)
2025-01-09,Polifonía No Renacentista,6,NAVIDEÑAS,620,,0,Adeste Fideles,Reading,Reading,,4 v. m.,4 v. m.,,7,Adeste Fideles …………………………………... Reading (4 v. m.)
2025-01-09,Polifonía No Renacentista,6,NAVIDEÑAS,621,,0,La Primera Navidad,Trad. de Inglaterra,Trad. de Inglaterra,,4 v. m.,4 v. m.,,7,La Primera Navidad …………………………….. Trad. de Inglaterra (4 v. m.)
2025-01-09,Polifonía No Renacentista,6,NAVIDEÑAS,623,,0,Tambalagumbá,J. G. de Padilla,J. G. de Padilla,,5 v. m.,5 v. m.,,7,Tambalagumbá ………………………………….. J. G. de Padilla (5 v. m.)
2025-01-09,Polifonía No Renacentista,6,NAVIDEÑAS,624,,0,"Dormi, Dormi Bel Bambin",Italia. (4 v. m.),Italia. (4 v. m.),F. Briceño/E. Gallardo,,,,7,"Dormi, Dormi Bel Bambin ………………………. Italia. (4 v. m.) Arr. F. Briceño/E. Gallardo"
2025-01-09,Polifonía No Renacentista,6,NAVIDEÑAS,625,,0,Carol of the Bells,Mykola Leontovich,Mykola Leontovich,,4 v. m.,4 v. m.,,7,Carol of the Bells ………………………………... Mykola Leontovich (4 v. m.)
2025-01-09,Polifonía No Renacentista,6,NAVIDEÑAS,626,,0,Gloria,Francia,Francia,,4 v. m.,4 v. m.,,7,Gloria ……………………………………………. Francia (4 v. m.)
2025-01-09,Polifonía No Renacentista,6,NAVIDEÑAS,627,,0,Gloucestershire Wassail,Gales. (4 v. m.),Gales. (4 v. m.),E. L. Stauff,,,,7,Gloucestershire Wassail …………………………. Gales. (4 v. m.) Arm. E. L. Stauff
2025-01-09,Polifonía No Renacentista,6,NAVIDEÑAS,628,,0,Quem Pastores Laudavere,"Alemania, s. XIV. (SSCTB)","Alemania, s. XIV. (SSCTB)",John Rutter,,,,7,"Quem Pastores Laudavere ………………………. Alemania, s. XIV. (SSCTB) Arr. John Rutter"
2025-01-09,Polifonía No Renacentista,6,NAVIDEÑAS,629,,0,Jingle Bells,J. S. Pierpont,J. S. Pierpont,S. Karpiniec,,,,7,"Jingle Bells ………………………………………. J. S. Pierpont,Arr. S. Karpiniec"
2025-01-09,Polifonía No Renacentista,6,NAVIDEÑAS,630,,0,And All in the Morning,Tradicional,Tradicional,Ralph Vaughan Williams,,,,7,And All in the Morning…………………………… Tradicional. Arr.: Ralph Vaughan Williams
2025-01-09,Polifonía No Renacentista,6,NAVIDEÑAS,631,,0,Who Comes This Night,D. Grusin,D. Grusin,Sheldon Curry,,,,7,Who Comes This Night ………………………….. D. Grusin. Arr. Sheldon Curry
2025-01-09,Polifonía No Renacentista,6,NAVIDEÑAS,632,,0,A Mi Enamoradito Señores,Francisco Losada,Francisco Losada,,4 v. m.,4 v. m.,,7,A Mi Enamoradito Señores ………………………. Francisco Losada (4 v. m.)
2025-01-09,Polifonía No Renacentista,6,NAVIDEÑAS,633,,0,"Lully, Lulla, Lullay",Phillip WJ Stopford,Phillip WJ Stopford,,4 v.m.,4 v.m.,,8,"Lully, Lulla, Lullay ………………………………. Phillip WJ Stopford (4 v.m.)"
